PRESIDENT_NAME,STORAGE_ITEM,FROZEN_AREA,RNUM,COMPANY_NAME,FROZEN_WING_COUNT,GENERAL_WING_COUNT,GENERAL_AREA,COMPANY_TEL,COMPANY_ADDRESS,WARE_NO,STORAGE_AREA
조선혜,의료기기,0,198,(주)지오영,0,1,2806.29,031-8048-7702,경기도 김포시 고촌읍 전호리 742번지 (주)지오영,2019S40903710002,0
박영숙,골판지 상자,0,199,(주)대지수출포장,0,1,2573.56,033-731-5914,강원특별자치도 원주시 문막읍 반계리 5-19 주식회사대지수출포장,2019S41903010001,0
김동주,택배물품,0,200,로젠주식회사,0,1,1516.41,02-3415-9901,강원특별자치도 원주시 호저면 주산리 1104번지,2019S41903010002,0
김남문,"파렛트, 박스, 스티로폼",0,201,에이스물류,0,1,2674,033-766-3214,강원특별자치도 원주시 흥업면 대안리 393-19,2019S41911130001,7326
강신호,공산품,660,202,씨제이대한통운(주),1,1,950.11,033-760-9401,강원특별자치도 강릉시 죽헌동 291번지 1호,2019S42003420001,0
강상석,"가공식품, 포장부자재 등",0,203,(주)유앤아이플러스,0,2,4000,043-753-7222,충청북도 진천군 이월면 신월리 85-27 (주)유앤아이로직스,2019S44500920001,0
박인자,농산물,4468.42,204,(주)쿱로지스틱스 냉동,1,0,0,043-760-7618,충청북도 괴산군 괴산읍 능촌리 1078번지 주식회사 쿱서비스 냉동보관창고,2019S44601240001,0
양은석,"냉장, 냉동, 실온제품",1898,205,주식회사 엔티로지스,2,3,2357,010-9406-0130,충청북도 음성군 맹동면 신돈리 11번지 1호,2019S44701110001,0
윤석헌,일반 화물,0,206,주식회사 와이 엘,0,5,7531.96,041-556-6054,"충청남도 천안시 동남구 목천읍 천정리 100 외 2필지(100-4,70-1)",2019S44903750002,0
오영석,화물 등,0,207,(주)유진로지스틱스,0,2,4275,02-2206-1600,충청남도 천안시 동남구 수신면 장산리 227번지 한국통운(주),2019S44903750004,0
구용모,자동차부품,0,208,주식회사 하나,0,2,1350.41,041-666-2237,충청남도 서산시 음암면 문양리 287-32,2019S45303270001,0
이은규,농업용비료,3157.84,209,주식회사 에스엘,4,1,200,041-334-1758,충청남도 예산군 신암면 용궁리 19-20,2019S46101380001,17565
김군자,"수지(폴리수지 외), 곡류, 사료, 펠렛, 컨테이너 등",0,210,㈜한국원자재유통공사,0,2,7199.82,061-795-9786,전남광주통합특별시 광양시 중동 1809번지 1호,2019S48401840002,34078.58
이국환,"스크류, 매뉴얼, 공기구, 라벨 등",0,211,(주)서브원,0,1,13205.8,054-710-2432,경상북도 구미시 공단동 267번지 123호,2019S50802680001,0
이용호,LG유플러스 통신장비일체,0,212,주식회사 엘엑스판토스,0,1,2782.8,054-971-9951,경상북도 칠곡군 지천면 신리 산 25-8,2019S52201060001,0
이호정,사무용품 및 광케이블류,0,213,SK네트웍스(주),0,1,1648.53,07078007050,경상북도 칠곡군 지천면 금호리 산 32번지 1호,2019S52201190002,0
이현태,포장재 종이류 및 원지류,0,214,(주)오성로지텍,0,1,2932.3,055-786-7113,경상남도 사천시 사천읍 두량리 1562번지 8호,2019S53401840001,0
정종철,신선식품 및 냉장냉동식품,10730.64,215,쿠팡풀필먼트서비스 유한회사,1,0,0,02-6150-8733,경상남도 김해시 진례면 고모리 1562번지 5호,2019S53502720001,0
강병구,"식음료,생필품",0,216,롯데글로벌로지스(주),0,1,41174.33,0553102640,경상남도 김해시 신문동 1419번지,2019S53502900001,0
강병구,건과류,1171.47,217,롯데글로벌로지스(주),2,2,1778.58,055-335-2130,경상남도 김해시 지내동 193번지 1호,2019S53502900003,0
민영학,"냉동, 저온식품 등",0,218,씨제이대한통운(주)_저온센터,0,1,4204.96,051-719-5066,경상남도 양산시 물금읍 증산리 848-5,2019S53802270001,0
강병구,의류 외,0,219,롯데글로벌로지스(주) ICD1단지,0,1,1233,070-5117-3939,경상남도 양산시 물금읍 범어리 2612,2019S53802270002,0
강병구,"아이스크림, 식품 등(KFC, 나뚜루, 서브웨이 등)",2475,220,롯데글로벌로지스(주) ICD 7단지,1,1,2145,055-384-1012,경상남도 양산시 물금읍 증산리 1416-5,2019S53802270003,0
강병구,빙과류,1025,221,롯데글로벌로지스(주) 산막공단북2길 11,1,0,0,055-388-0529,경상남도 양산시 산막동 307번지 4호 (주)롯데제과,2019S53802270004,0
장승환,CPG 상품군,0,222,주식회사 지마켓,0,1,162307,031-5183-1709,경기도 화성시 동탄구 신동 705번지 B동,2019S55304060001,0
신동섭,베이커리 식자재,0,223,(주)코업로지스틱스,0,1,1900.83,031-693-5870,경기도 화성시 동탄구 신동 705번지 B동,2019S55304060005,0
노승민,"의류, 공산품류, 완구류",0,224,엠에스로지스,0,4,2606.7,010-3725-8181,경기도 화성시 만세구 양감면 대양리 1103번지,2019S55304060006,0
임채한,화학제품 관련 재료,0,225,유광물류(주),0,2,2788.44,031-336-8255,경기도 화성시 만세구 우정읍 화산리 701번지 54호,2019S55304060008,0
문석영,"의류, 신발, 게임 캐릭터, 문구류 등",0,226,(주)엠케이물류,0,1,4831.22,031-797-2030,경기도 광주시 도척면 진우리 378번지,2019S55402660004,0
이국환,"스크류,흡음제, 공기구, 테이프 등",0,227,(주)서브원 창원HUB,0,1,7689.05,055-712-1030,경상남도 창원시 의창구 대원동 74번지 5호,2019S56706010001,0
김우현,"세제, 욕실 및 생활용품 (상온 보관 가능 제품)",0,228,주식회사 국일유니밀,0,2,16105.81,02-783-5800,세종특별자치시 연서면 부동리 156번지,2019S56902070001,0
이은성,고구마,1273.59,229,(주)다솜,3,1,1738.34,031-881-5907,경기도 여주시 세종대왕면 매류리 158-1,2019S57000410003,0
이재성,"일반 생활용품, 건축자재",0,230,(주)성철,0,3,19815,010-9413-6615,충청북도 청주시 서원구 남이면 구미리 202번지 8호,2019S57102040008,0
이재철,일반 생활용품,0,231,(주)리스컨설팅,0,2,16629,010-3877-6615,충청북도 청주시 서원구 남이면 구미리 202번지 1호,2019S57102040010,0
이동섭,가전제품,0,232,(주)위니온,0,1,3367,043-272-2326,충청북도 청주시 서원구 현도면 우록리 548번지 6호 남신테크㈜,2019S57102040011,0
(주)에이스유니폼김태균,"유니폼, 안전화",0,233,(주)에이스유니폼,0,3,8638.9,0516325449,부산광역시 강서구 미음동 232-6,2019S62600000001,0
강병구,"담배, 박스, 잡화",508,234,롯데글로벌로지스(주),1,1,4703,0625742153,전남광주통합특별시 북구 양산동 401-23,2019S62900000001,0
강병구,"농수산 및 축산품, 일상용품",1653,235,롯데글로벌로지스(주),1,1,2972,0629518953,전남광주통합특별시 광산구 장덕동 977-8,2019S62900000002,0
강병구,식품,2165,236,롯데글로벌로지스(주),1,1,1749,0629555437,전남광주통합특별시 광산구 안청동 728-4,2019S62900000003,0
KANGBUONGKU(강병구),"견과류, 빙과류",1620,237,롯데글로벌로지스(주),1,1,8863,0221703750,대전광역시 대덕구 문평동 78-4 롯데제과(주),2019S63000000001,0
박찬복,타이어,0,238,롯데글로벌로지스(주),0,1,1323,0220953066,울산광역시 북구 효문동 1032번지,2019S63100000002,0
김기성,"목재류, 플라스틱 원재료, 건축자재 등",0,239,광일물류(주),0,7,7686.55,01093281090,울산광역시 울주군 언양읍 평리 30번지 광일물류 1동,2019S63100000003,0
강병구,공산품,0,240,롯데글로벌로지스 주식회사,0,1,2212.18,0647849844,제주특별자치도 제주시 조천읍 와흘리 877번지,2019S65000000001,0
이민재,"공산품, 주류, 잡화, 담배",0,241,(주)비지에프로지스,0,1,5004.3,0648030833,제주특별자치도 제주시 외도일동 474-1,2019S65000000002,0
김갑숙,,,242,㈜장수 부산지점,,,,265-9600,부산광역시 사하구 다대로605번길 17(다대동),2019T62600000404,
이봉희,,,243,엔케이수산㈜,,,,266-7769,부산광역시 서구 원양로 244(암남동),2019T62600000405,
이명우,,,244,동원산업㈜부산냉장센터,,,,600-1919,부산광역시 서구 원양로 147(암남동),2019T62600000406,
"경승표, 경연소",,,245,삼일냉장㈜제2물류센터,,,,264-6400,부산광역시 사하구 감천항로 239(구평동),2019T62600000413,
조만용,,,246,금양영어조합법인,,,,,인천광역시 옹진군 백령면 사곶로 10-15,2019T62800000403,
박찬복,,,247,롯데글로벌로지스(주),,,,031-379-6860,경기도 오산시 오산로 149(오산동),2019T64100000402,
김해성,,,248,케이제이네트웍,,,,,경기도 평택시 포승읍 하만호길 153,2019T64100000409,
이화춘,,,249,㈜동화수산,,,,031-316-0722,경기도 시흥시 매화로116번길 18 (도창동),2019T64100000410,
김종남,,,250,군산시수산업협동조합 냉장냉동사업소,,,,063-465-9650,전북특별자치도 군산시 해망로 582-11,2019T64500000408,
김성희,,,251,상진물산,,,,061-641-4450,전남광주통합특별시 여수시 어항단지로 11(국동),2019T64600000407,
이효선,,,252,(주)오브,,,,054-776-1517,경상북도 경주시 감포읍 감포리 171-2,2019T64700000411,
김창영,,,253,남해군수협,,,,055-867-7305,경상남도 남해군 미조면 미조로 235,2019T64800000412,
이미수,,,254,주식회사경양씨푸드,,,,055-647-0205,경상남도 통영시 도산면 도산일주로 1990-36,2019T64800000414,
최준관,,,255,(주)디에스로지스,,,,010-3174-2536,"세종특별자치시 연동면 연청로 745-86, E동",2020A56900000281,
이근삼,,,256,주식회사 케이에스에프로지스,,,,010-8271-0399,세종특별자치시 부강면 갈산산수로 281-1,2020A56900001166,
우재봉,,,257,(유)가락몰축산직판장상인협의회,,,,02-409-2101,"서울특별시 송파구 양재대로 932, 가락동 농수산물도매시장 가락몰 판매동 지하2층 005-1호 (가락동)",2020A61100000006,
최순이,,,258,(주)임박사,,,,02-2644-4933,"서울특별시 강서구 등촌로 59-1, 지1층 (화곡동)",2020A61100000830,
최재용,,,259,(주)갈비구판장,,,,010-9329-1620,부산광역시 사상구 모덕로102번길 41 (덕포동),2020A62600000094,
임지혜,,,260,미진(MJ)물류,,,,010-6600-4682,부산광역시 동래구 온천천로543번길 14 (안락동),2020A62600001082,
김상진,,,261,한국 엠비,,,,,"부산광역시 강서구 금호순서길282번길 80, 나동 (대저2동)",2020A62600001443,
조용환,,,262,농업회사법인 주식회사 달구지유통,,,,053-593-5910,대구광역시 달성군 옥포읍 시저로 37,2020A62700000054,
강준호,,,263,(주)동국식품,,,,,대구광역시 군위군 효령면 용매로 952,2020A62700000239,
김수연,,,264,(주)허브로지스,,,,010-4850-6674,"경기도 안성시 일죽면 초막길 100-2, 지하2층",2020A64100000121,
추주완,,,265,더착한미트,,,,,경기도 김포시 통진읍 김포대로1950번길 68-32,2020A64100000162,
임형섭,,,266,(주)신세계푸드,,,,010-3647-5975,"경기도 평택시 진위면 마산8로 10, 진위3산업단지 B2-1",2020A64100000195,
박민제,,,267,주식회사 롤랩,,,,031-349-5017,경기도 용인시 처인구 양지면 중부대로 2465,2020A64100000205,
사라버크,,,268,코리아후드써비스(주),,,,041-539-3800,경기도 용인시 처인구 남사읍 원암로 439,2020A64100000270,
최광은,,,269,(주)멕시카나,,,,010-2226-5251,경기도 광주시 초월읍 산수로508번길 11,2020A64100000314,
유인철,,,270,한익스프레스 화성저온센터,,,,031-8077-2417,"경기도 화성시 만세구 양감면 초록로 103, B동 1층",2020A64100000377,
이민재,,,271,(주)비지에프로지스,,,,010-5537-2923,"경기도 광주시 초월읍 경충대로 1337-21, B3층",2020A64100000384,
곽영임,,,272,(주)세중냉장,,,,010-3554-2288,경기도 용인시 기흥구 기곡로 22 (하갈동),2020A64100000465,
이석영,,,273,(주)삼이물류,,,,031-378-7110,"경기도 오산시 오산로 149, 306, 308, 312, 313호(사무실:원동로 6, 3층 305호) (오산동)",2020A64100000499,
서용기,,,274,LogisALL 안성신선물류센터,,,,677-9377,경기도 안성시 죽산면 송문주로 335,2020A64100000667,
윤진,,,275,(주)에스피씨지에프에스,,,,010-4632-4436,경기도 용인시 처인구 백암면 한택로88번길 260,2020A64100000684,
김범석,,,276,주식회사 우아한형제들 부천점,,,,,"경기도 부천시 원미구 부천로 151, 운현프라자 2층 (심곡동)",2020A64100000696,
김대집,,,277,주식회사 남사물류터미널,,,,031-321-6668,"경기도 용인시 처인구 남사읍 처인성로 1027, 지하2층",2020A64100000840,
장준수,,,278,(주)지에스네트웍스덕평지점,,,,,경기도 이천시 호법면 덕평로 566,2020A64100000903,
이재호,,,279,(주)케이엘피,,,,031-637-8871,경기도 이천시 마장면 덕평로 677,2020A64100000930,
한채양,,,280,이마트에브리데이,,,,010-9733-1727,"경기도 평택시 진위면 마산8로 10, 진위3산업단지 B2-1",2020A64100000933,
김용범,,,281,(주)행안주택,,,,031-675-2226,경기도 안성시 죽산면 송문주로 219,2020A64100000954,
정유진,,,282,선진에스씨엠 주식회사,,,,010-6476-1718,"경기도 평택시 진위면 마산8로 10, 진위3산업단지 B2-1",2020A64100000976,
한창호,,,283,(주)한스에프앤엘,,,,031-767-3016,경기도 광주시 오포읍 봉골길 153-1(A동 및 C동),2020A64100001017,
로저스 해롤드 린,,,284,쿠팡부천신선센터,,,,02-6150-5878,"경기도 부천시 오정구 신흥로511번길 112, 부천 저온물류센터 1~6층 (오정동)",2020A64100001038,
김광헌,,,285,에이치엘홀딩스 동탄 냉장,,,,031-378-5728,경기도 화성시 동탄구 동탄물류로 103 (신동),2020A64100001074,
서용기,,,286,LogisALL 안성신선물류센터,,,,031-677-9377,경기도 안성시 죽산면 송문주로 337,2020A64100001079,
로저스 해롤드 린,,,287,곤지암 신선물류센터,,,,010-9126-8112,"경기도 광주시 곤지암읍 광여로 189-9, 2층",2020A64100001111,
김광헌,,,288,에이치엘홀딩스 주식회사,,,,010-3091-5111,경기도 광주시 도척면 도척로 401-98,2020A64100001131,
이재식,,,289,부경양돈농협 수도권지사,,,,055-325-8551,경기도 오산시 경기대로 729 (내삼미동),2020A64100001296,
박종철,,,290,삼성산업주식회사,,,,031-638-4808,경기도 이천시 마장면 서이천로 675,2020A64100001373,
한태준,,,291,오뚜기물류서비스(주),,,,031-284-4066,"경기도 용인시 처인구 남사읍 처인성로 1027, 지상3층",2020A64100001521,
하정호,,,292,주식회사 이마음커머스,,,,031-928-6463,"경기도 양주시 백석읍 중앙로 46, 가동",2020A64100001559,
여형희,,,293,주식회사 디비글라이드,,,,031-378-7074,"경기도 용인시 처인구 남사읍 원암로 451-7, 1,2층",2020A64100001579,
고영태,,,294,주식회사 프레시지,,,,010-3198-3260,"경기도 용인시 처인구 이동읍 삼배울로 23, 주식회사 프레시지",2020A64100001620,
"로저스 해롤드 린
(Rogers Harold Lynn)",,,295,평택신선물류센타,,,,010-5437-8803,경기도 평택시 포승읍 하만호길 153,2020A64100001657,
박상철,,,296,죽왕수산업협동조합,,,,033-632-0018,"강원특별자치도 고성군 죽왕면 공현진해변길 78-1, 죽왕수산업협동조합 냉동창고",2020A64200000395,
"민영학, 신영수",,,297,씨제이대한통운 주식회사,,,,033-760-9402,"강원특별자치도 강릉시 율곡로 3214, 1층 (죽헌동)",2020A64200000495,
강문길,,,298,홍천축산업협동조합 육가공공장,,,,033-439-3400,"강원특별자치도 홍천군 홍천읍 농공단지길 23-10, 홍천축산업협동조합 육가공공장",2020A64200000950,
김미화,,,299,주식회사 계주,,,,010-8298-7400,강원특별자치도 강릉시 주문진읍 농공단지길 28-81,2020A64200001573,
원동욱,,,300,주식회사 명인프라이드,,,,01092840632,강원특별자치도 횡성군 횡성읍 경강로 1642-6,2020A64200001585,
신영수,,,301,씨제이대한통운(주),,,,043-539-7241,충청북도 진천군 광혜원면 광혜원산단2길 112,2020A64300000269,
이민재,,,302,(주)비지에프로지스,,,,043-753-8200,"충청북도 진천군 덕산읍 산수산단3로 66, BGF리테일 중앙물류센터",2020A64300000388,
